GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G50000;Salzburg;395.321;294.079;11.980;282.099;135.483;48,03;146.616;51,97
G5A000;Salzburg Stadt;100.267;71.520;2.043;69.477;26.076;37,53;43.401;62,47
G5B000;Flachgau/Tennengau;156.424;120.813;5.378;115.435;55.751;48,30;59.684;51,70
G5C000;Lungau/Pinzgau/Pongau;138.630;101.746;4.559;97.187;53.656;55,21;43.531;44,79
G50099;Wahlkarten - Salzburg;0;33.365;668;32.697;10.256;31,37;22.441;68,63
G50100;Salzburg(Stadt);100.267;71.520;2.043;69.477;26.076;37,53;43.401;62,47
G50101;Salzburg;100.267;60.732;1.865;58.867;23.468;39,87;35.399;60,13
G50199;Wahlkarten - Salzburg(Stadt);0;10.788;178;10.610;2.608;24,58;8.002;75,42
G50200;Hallein;43.341;33.428;1.718;31.710;15.490;48,85;16.220;51,15
G50201;Abtenau;4.431;3.087;207;2.880;1.557;54,06;1.323;45,94
G50202;Adnet;2.815;2.135;146;1.989;1.067;53,65;922;46,35
G50203;Annaberg-Lungötz;1.698;1.147;57;1.090;621;56,97;469;43,03
G50204;Golling an der Salzach;3.082;2.251;121;2.130;1.034;48,54;1.096;51,46
G50205;Hallein;13.989;9.535;361;9.174;4.337;47,27;4.837;52,73
G50206;Krispl;714;523;35;488;332;68,03;156;31,97
G50207;Kuchl;5.359;3.769;235;3.534;1.791;50,68;1.743;49,32
G50208;Oberalm;3.186;2.317;128;2.189;935;42,71;1.254;57,29
G50209;Puch bei Hallein;3.455;2.327;115;2.212;1.040;47,02;1.172;52,98
G50210;Rußbach am Paß Gschütt;634;443;29;414;233;56,28;181;43,72
G50211;Sankt Koloman;1.306;985;94;891;603;67,68;288;32,32
G50212;Scheffau am Tennengebirge;1.101;819;61;758;443;58,44;315;41,56
G50213;Bad Vigaun;1.571;1.173;64;1.109;631;56,90;478;43,10
G50299;Wahlkarten - Hallein;0;2.917;65;2.852;866;30,36;1.986;69,64
G50300;Salzburg-Umgebung;113.083;87.385;3.660;83.725;40.261;48,09;43.464;51,91
G50301;Anif;3.070;2.110;84;2.026;882;43,53;1.144;56,47
G50302;Anthering;2.864;2.089;122;1.967;931;47,33;1.036;52,67
G50303;Bergheim;3.958;2.825;136;2.689;1.196;44,48;1.493;55,52
G50304;Berndorf bei Salzburg;1.383;945;49;896;505;56,36;391;43,64
G50305;Bürmoos;3.637;2.415;94;2.321;1.197;51,57;1.124;48,43
G50306;Dorfbeuern;1.181;829;45;784;414;52,81;370;47,19
G50307;Ebenau;1.099;800;44;756;399;52,78;357;47,22
G50308;Elixhausen;2.282;1.623;83;1.540;670;43,51;870;56,49
G50309;Elsbethen;4.182;2.921;123;2.798;1.161;41,49;1.637;58,51
G50310;Eugendorf;5.245;3.812;167;3.645;1.927;52,87;1.718;47,13
G50311;Faistenau;2.363;1.706;92;1.614;965;59,79;649;40,21
G50312;Fuschl am See;1.054;742;55;687;328;47,74;359;52,26
G50313;Göming;606;480;38;442;228;51,58;214;48,42
G50314;Grödig;5.169;3.510;112;3.398;1.590;46,79;1.808;53,21
G50315;Großgmain;1.835;1.209;45;1.164;616;52,92;548;47,08
G50316;Hallwang;3.157;2.135;91;2.044;948;46,38;1.096;53,62
G50317;Henndorf am Wallersee;3.764;2.588;108;2.480;1.266;51,05;1.214;48,95
G50318;Hintersee;356;231;21;210;133;63,33;77;36,67
G50319;Hof bei Salzburg;2.653;1.789;68;1.721;845;49,10;876;50,90
G50320;Köstendorf;2.048;1.374;95;1.279;690;53,95;589;46,05
G50321;Koppl;2.624;1.892;100;1.792;843;47,04;949;52,96
G50322;Lamprechtshausen;2.908;2.089;97;1.992;1.073;53,87;919;46,13
G50323;Mattsee;2.480;1.731;66;1.665;699;41,98;966;58,02
G50324;Neumarkt am Wallersee;4.542;2.963;116;2.847;1.563;54,90;1.284;45,10
G50325;Nußdorf am Haunsberg;1.872;1.367;59;1.308;720;55,05;588;44,95
G50326;Oberndorf bei Salzburg;4.018;2.750;125;2.625;1.201;45,75;1.424;54,25
G50327;Obertrum am See;3.653;2.560;105;2.455;1.141;46,48;1.314;53,52
G50328;Plainfeld;971;721;24;697;356;51,08;341;48,92
G50329;Sankt Georgen bei Salzburg;2.337;1.697;92;1.605;877;54,64;728;45,36
G50330;Sankt Gilgen;2.873;1.798;65;1.733;810;46,74;923;53,26
G50331;Schleedorf;811;604;33;571;328;57,44;243;42,56
G50332;Seeham;1.484;1.026;58;968;454;46,90;514;53,10
G50335;Straßwalchen;5.412;3.898;198;3.700;2.259;61,05;1.441;38,95
G50336;Strobl;2.842;1.872;74;1.798;778;43,27;1.020;56,73
G50337;Thalgau;4.514;3.106;116;2.990;1.621;54,21;1.369;45,79
G50338;Wals-Siezenheim;10.001;6.935;288;6.647;3.465;52,13;3.182;47,87
G50339;Seekirchen am Wallersee;7.835;5.460;192;5.268;2.483;47,13;2.785;52,87
G50399;Wahlkarten - Salzburg-Umgebung;0;8.783;180;8.603;2.699;31,37;5.904;68,63
G50400;Sankt Johann im Pongau;58.234;43.764;2.029;41.735;23.381;56,02;18.354;43,98
G50401;Altenmarkt im Pongau;2.938;1.941;105;1.836;1.047;57,03;789;42,97
G50402;Bad Hofgastein;5.074;3.246;141;3.105;1.813;58,39;1.292;41,61
G50403;Bad Gastein;2.808;1.840;82;1.758;1.063;60,47;695;39,53
G50404;Bischofshofen;7.465;4.967;197;4.770;2.662;55,81;2.108;44,19
G50405;Dorfgastein;1.302;936;60;876;518;59,13;358;40,87
G50406;Eben im Pongau;1.674;1.240;56;1.184;713;60,22;471;39,78
G50407;Filzmoos;1.013;664;33;631;439;69,57;192;30,43
G50408;Flachau;2.084;1.562;94;1.468;892;60,76;576;39,24
G50409;Forstau;417;299;15;284;158;55,63;126;44,37
G50410;Goldegg;1.963;1.414;73;1.341;777;57,94;564;42,06
G50411;Großarl;2.884;2.032;108;1.924;1.117;58,06;807;41,94
G50412;Hüttau;1.104;790;48;742;520;70,08;222;29,92
G50413;Hüttschlag;700;512;46;466;278;59,66;188;40,34
G50414;Kleinarl;593;447;19;428;248;57,94;180;42,06
G50415;Mühlbach am Hochkönig;1.130;746;34;712;363;50,98;349;49,02
G50416;Pfarrwerfen;1.746;1.176;46;1.130;681;60,27;449;39,73
G50417;Radstadt;3.399;2.194;121;2.073;1.262;60,88;811;39,12
G50418;Sankt Johann im Pongau;7.835;5.417;226;5.191;2.884;55,56;2.307;44,44
G50419;Sankt Martin am Tennengebirge;1.215;828;50;778;484;62,21;294;37,79
G50420;Sankt Veit im Pongau;2.860;2.004;138;1.866;966;51,77;900;48,23
G50421;Schwarzach im Pongau;2.548;1.628;76;1.552;740;47,68;812;52,32
G50422;Untertauern;319;165;12;153;106;69,28;47;30,72
G50423;Wagrain;2.247;1.523;55;1.468;951;64,78;517;35,22
G50424;Werfen;2.221;1.413;63;1.350;752;55,70;598;44,30
G50425;Werfenweng;695;497;17;480;306;63,75;174;36,25
G50499;Wahlkarten - Sankt Johann im Pongau;0;4.283;114;4.169;1.641;39,36;2.528;60,64
G50500;Tamsweg;16.225;11.492;491;11.001;6.889;62,62;4.112;37,38
G50501;Göriach;298;192;17;175;101;57,71;74;42,29
G50502;Lessach;454;254;11;243;146;60,08;97;39,92
G50503;Mariapfarr;1.905;1.070;51;1.019;614;60,26;405;39,74
G50504;Mauterndorf;1.306;854;44;810;467;57,65;343;42,35
G50505;Muhr;443;309;13;296;250;84,46;46;15,54
G50506;Ramingstein;921;576;38;538;387;71,93;151;28,07
G50507;Sankt Andrä im Lungau;610;332;10;322;240;74,53;82;25,47
G50508;Sankt Margarethen im Lungau;571;386;10;376;228;60,64;148;39,36
G50509;Sankt Michael im Lungau;2.721;1.817;67;1.750;1.175;67,14;575;32,86
G50510;Tamsweg;4.545;2.597;108;2.489;1.550;62,27;939;37,73
G50511;Thomatal;261;193;9;184;132;71,74;52;28,26
G50512;Tweng;181;82;6;76;56;73,68;20;26,32
G50513;Unternberg;786;528;35;493;338;68,56;155;31,44
G50514;Weißpriach;249;156;11;145;86;59,31;59;40,69
G50515;Zederhaus;974;640;23;617;430;69,69;187;30,31
G50599;Wahlkarten - Tamsweg;0;1.506;38;1.468;689;46,93;779;53,07
G50600;Zell am See;64.171;46.490;2.039;44.451;23.386;52,61;21.065;47,39
G50601;Bramberg am Wildkogel;3.181;2.096;135;1.961;1.224;62,42;737;37,58
G50602;Bruck an der Großglocknerstraße;3.396;2.233;83;2.150;1.177;54,74;973;45,26
G50603;Dienten am Hochkönig;607;415;21;394;205;52,03;189;47,97
G50604;Fusch an der Großglocknerstraße;522;362;18;344;166;48,26;178;51,74
G50605;Hollersbach im Pinzgau;938;663;23;640;378;59,06;262;40,94
G50606;Kaprun;2.167;1.453;62;1.391;676;48,60;715;51,40
G50607;Krimml;632;398;23;375;230;61,33;145;38,67
G50608;Lend;1.078;699;44;655;402;61,37;253;38,63
G50609;Leogang;2.430;1.626;83;1.543;623;40,38;920;59,62
G50610;Lofer;1.522;966;52;914;450;49,23;464;50,77
G50611;Maishofen;2.614;1.616;69;1.547;744;48,09;803;51,91
G50612;Maria Alm am Steinernen Meer;1.612;987;50;937;536;57,20;401;42,80
G50613;Mittersill;3.894;2.523;84;2.439;1.490;61,09;949;38,91
G50614;Neukirchen am Großvenediger;2.039;1.176;71;1.105;650;58,82;455;41,18
G50615;Niedernsill;2.072;1.412;66;1.346;756;56,17;590;43,83
G50616;Piesendorf;2.809;1.814;73;1.741;992;56,98;749;43,02
G50617;Rauris;2.444;1.554;92;1.462;886;60,60;576;39,40
G50618;Saalbach-Hinterglemm;2.070;1.237;65;1.172;700;59,73;472;40,27
G50619;Saalfelden am Steinernen Meer;11.992;7.754;339;7.415;3.728;50,28;3.687;49,72
G50620;Sankt Martin bei Lofer;867;584;36;548;235;42,88;313;57,12
G50621;Stuhlfelden;1.270;889;42;847;539;63,64;308;36,36
G50622;Taxenbach;2.142;1.462;65;1.397;832;59,56;565;40,44
G50623;Unken;1.420;976;56;920;532;57,83;388;42,17
G50624;Uttendorf;2.299;1.459;81;1.378;818;59,36;560;40,64
G50625;Viehhofen;456;276;15;261;181;69,35;80;30,65
G50626;Wald im Pinzgau;886;503;36;467;301;64,45;166;35,55
G50627;Weißbach bei Lofer;321;201;13;188;107;56,91;81;43,09
G50628;Zell am See;6.491;4.068;149;3.919;2.075;52,95;1.844;47,05
G50699;Wahlkarten - Zell am See;0;5.088;93;4.995;1.753;35,10;3.242;64,90
G60000;Steiermark;971.209;708.871;19.133;689.738;363.778;52,74;325.960;47,26
G6A000;Graz und Umgebung;317.779;236.988;4.965;232.023;93.814;40,43;138.209;59,57
G6B000;Oststeiermark;217.682;161.884;5.116;156.768;96.567;61,60;60.201;38,40
G6C000;Weststeiermark;159.253;115.495;3.136;112.359;70.785;63,00;41.574;37,00
G6D000;Obersteiermark;276.495;194.504;5.916;188.588;102.612;54,41;85.976;45,59
G60099;Wahlkarten - Steiermark;0;101.765;1.877;99.888;38.790;38,83;61.098;61,17
G60100;Graz(Stadt);198.634;147.867;2.745;145.122;47.825;32,96;97.297;67,04
G60101;Graz;198.634;122.091;2.387;119.704;42.350;35,38;77.354;64,62
G60199;Wahlkarten - Graz(Stadt);0;25.776;358;25.418;5.475;21,54;19.943;78,46
G60300;Deutschlandsberg;50.302;36.853;1.060;35.793;22.043;61,58;13.750;38,42
G60305;Frauental an der Laßnitz;2.375;1.445;30;1.415;763;53,92;652;46,08
G60318;Lannach;2.747;1.611;43;1.568;973;62,05;595;37,95
G60323;Pölfing-Brunn;1.406;849;28;821;507;61,75;314;38,25
G60324;Preding;1.456;857;18;839;519;61,86;320;38,14
G60326;Sankt Josef (Weststeiermark);1.250;882;30;852;473;55,52;379;44,48
G60329;Sankt Peter im Sulmtal;1.098;671;24;647;436;67,39;211;32,61
G60341;Wettmannstätten;1.314;842;21;821;591;71,99;230;28,01
G60344;Deutschlandsberg;9.398;5.296;160;5.136;2.881;56,09;2.255;43,91
G60345;Eibiswald;5.515;3.477;83;3.394;2.466;72,66;928;27,34
G60346;Groß Sankt Florian;3.501;2.171;95;2.076;1.293;62,28;783;37,72
G60347;Sankt Martin im Sulmtal;2.612;1.756;62;1.694;1.186;70,01;508;29,99
G60348;Sankt Stefan ob Stainz;2.973;1.954;63;1.891;1.279;67,64;612;32,36
G60349;Schwanberg;3.838;2.445;67;2.378;1.534;64,51;844;35,49
G60350;Stainz;7.132;4.474;144;4.330;2.729;63,03;1.601;36,97
G60351;Wies;3.687;2.297;68;2.229;1.565;70,21;664;29,79
G60399;Wahlkarten - Deutschlandsberg;0;5.826;124;5.702;2.848;49,95;2.854;50,05
G60600;Graz-Umgebung;119.145;89.121;2.220;86.901;45.989;52,92;40.912;47,08
G60608;Feldkirchen bei Graz;4.475;2.799;51;2.748;1.586;57,71;1.162;42,29
G60611;Gössendorf;3.022;1.926;38;1.888;1.130;59,85;758;40,15
G60613;Gratkorn;6.155;3.861;86;3.775;2.199;58,25;1.576;41,75
G60617;Hart bei Graz;3.902;2.549;62;2.487;1.074;43,18;1.413;56,82
G60618;Haselsdorf-Tobelbad;1.146;714;14;700;392;56,00;308;44,00
G60619;Hausmannstätten;2.439;1.619;51;1.568;742;47,32;826;52,68
G60623;Kainbach bei Graz;2.321;1.287;43;1.244;554;44,53;690;55,47
G60624;Kalsdorf bei Graz;4.785;2.792;70;2.722;1.646;60,47;1.076;39,53
G60626;Kumberg;3.047;1.817;42;1.775;860;48,45;915;51,55
G60628;Laßnitzhöhe;2.212;1.412;47;1.365;615;45,05;750;54,95
G60629;Lieboch;4.026;2.444;57;2.387;1.369;57,35;1.018;42,65
G60632;Peggau;1.729;1.121;23;1.098;690;62,84;408;37,16
G60639;Sankt Bartholomä;1.154;813;19;794;497;62,59;297;37,41
G60641;Sankt Oswald bei Plankenwarth;1.023;579;22;557;301;54,04;256;45,96
G60642;Sankt Radegund bei Graz;1.758;1.032;33;999;450;45,05;549;54,95
G60645;Semriach;2.602;1.636;52;1.584;1.066;67,30;518;32,70
G60646;Stattegg;2.289;1.517;26;1.491;557;37,36;934;62,64
G60647;Stiwoll;602;385;17;368;237;64,40;131;35,60
G60648;Thal;1.769;1.206;19;1.187;531;44,73;656;55,27
G60651;Übelbach;1.702;1.021;28;993;612;61,63;381;38,37
G60653;Vasoldsberg;3.618;2.312;49;2.263;1.354;59,83;909;40,17
G60654;Weinitzen;2.126;1.324;33;1.291;629;48,72;662;51,28
G60655;Werndorf;1.747;1.163;20;1.143;668;58,44;475;41,56
G60656;Wundschuh;1.234;899;40;859;479;55,76;380;44,24
G60659;Deutschfeistritz;3.321;2.191;60;2.131;1.317;61,80;814;38,20
G60660;Dobl-Zwaring;2.715;1.788;59;1.729;1.099;63,56;630;36,44
G60661;Eggersdorf bei Graz;5.254;3.415;79;3.336;1.871;56,09;1.465;43,91
G60662;Fernitz-Mellach;3.862;2.516;66;2.450;1.404;57,31;1.046;42,69
G60663;Frohnleiten;5.530;3.436;100;3.336;1.776;53,24;1.560;46,76
G60664;Gratwein-Straßengel;10.348;7.060;180;6.880;3.402;49,45;3.478;50,55
G60665;Hitzendorf;5.772;3.853;107;3.746;2.146;57,29;1.600;42,71
G60666;Nestelbach bei Graz;2.207;1.402;57;1.345;779;57,92;566;42,08
G60667;Raaba-Grambach;3.266;2.166;62;2.104;1.037;49,29;1.067;50,71
G60668;Sankt Marein bei Graz;3.016;1.950;46;1.904;1.105;58,04;799;41,96
G60669;Seiersberg-Pirka;8.382;5.537;149;5.388;2.866;53,19;2.522;46,81
G60670;Premstätten;4.589;2.743;74;2.669;1.598;59,87;1.071;40,13
G60699;Wahlkarten - Graz-Umgebung;0;12.836;239;12.597;5.351;42,48;7.246;57,52
G61000;Leibnitz;65.682;47.221;1.292;45.929;29.662;64,58;16.267;35,42
G61001;Allerheiligen bei Wildon;1.199;759;25;734;447;60,90;287;39,10
G61002;Arnfels;834;503;13;490;353;72,04;137;27,96
G61007;Empersdorf;1.118;724;24;700;451;64,43;249;35,57
G61008;Gabersdorf;930;655;31;624;429;68,75;195;31,25
G61012;Gralla;1.752;1.083;24;1.059;737;69,59;322;30,41
G61013;Großklein;1.879;1.252;38;1.214;849;69,93;365;30,07
G61016;Heimschuh;1.649;1.081;38;1.043;716;68,65;327;31,35
G61017;Hengsberg;1.155;740;24;716;444;62,01;272;37,99
G61019;Kitzeck im Sausal;1.023;657;18;639;402;62,91;237;37,09
G61020;Lang;1.046;702;30;672;412;61,31;260;38,69
G61021;Lebring-Sankt Margarethen;1.679;1.099;39;1.060;613;57,83;447;42,17
G61024;Oberhaag;1.782;1.167;26;1.141;892;78,18;249;21,82
G61027;Ragnitz;1.229;793;29;764;508;66,49;256;33,51
G61030;Sankt Andrä-Höch;1.486;980;20;960;699;72,81;261;27,19
G61032;Sankt Johann im Saggautal;1.701;1.059;16;1.043;765;73,35;278;26,65
G61033;Sankt Nikolai im Sausal;1.906;1.136;21;1.115;723;64,84;392;35,16
G61043;Tillmitsch;2.717;1.708;45;1.663;1.127;67,77;536;32,23
G61045;Wagna;4.445;2.656;83;2.573;1.639;63,70;934;36,30
G61049;Ehrenhausen an der Weinstraße;2.030;1.230;41;1.189;844;70,98;345;29,02
G61050;Gamlitz;2.693;1.652;46;1.606;1.192;74,22;414;25,78
G61051;Gleinstätten;2.354;1.573;52;1.521;1.046;68,77;475;31,23
G61052;Heiligenkreuz am Waasen;2.225;1.473;36;1.437;949;66,04;488;33,96
G61053;Leibnitz;9.447;5.658;123;5.535;3.250;58,72;2.285;41,28
G61054;Leutschach an der Weinstraße;3.080;1.934;51;1.883;1.499;79,61;384;20,39
G61055;Sankt Georgen an der Stiefing;1.235;752;21;731;417;57,05;314;42,95
G61056;Sankt Veit in der Südsteiermark;3.312;2.055;62;1.993;1.394;69,94;599;30,06
G61057;Schwarzautal;1.926;1.288;53;1.235;835;67,61;400;32,39
G61058;Straß in Steiermark;3.705;2.221;59;2.162;1.434;66,33;728;33,67
G61059;Wildon;4.145;2.553;69;2.484;1.481;59,62;1.003;40,38
G61099;Wahlkarten - Leibnitz;0;6.078;135;5.943;3.115;52,41;2.828;47,59
G61100;Leoben;49.598;35.100;988;34.112;18.798;55,11;15.314;44,89
G61101;Eisenerz;3.760;2.219;78;2.141;1.108;51,75;1.033;48,25
G61105;Kalwang;837;533;18;515;289;56,12;226;43,88
G61106;Kammern im Liesingtal;1.340;854;34;820;521;63,54;299;36,46
G61107;Kraubath an der Mur;1.092;697;34;663;387;58,37;276;41,63
G61108;Leoben;19.190;11.213;315;10.898;6.077;55,76;4.821;44,24
G61109;Mautern in Steiermark;1.514;910;40;870;522;60,00;348;40,00
G61110;Niklasdorf;2.050;1.319;38;1.281;769;60,03;512;39,97
G61111;Proleb;1.330;867;18;849;443;52,18;406;47,82
G61112;Radmer;530;311;9;302;161;53,31;141;46,69
G61113;Sankt Michael in Obersteiermark;2.479;1.573;47;1.526;944;61,86;582;38,14
G61114;Sankt Peter-Freienstein;1.945;1.223;36;1.187;767;64,62;420;35,38
G61115;Sankt Stefan ob Leoben;1.632;1.078;24;1.054;661;62,71;393;37,29
G61116;Traboch;1.167;741;26;715;499;69,79;216;30,21
G61118;Vordernberg;834;515;10;505;271;53,66;234;46,34
G61119;Wald am Schoberpaß;484;298;13;285;178;62,46;107;37,54
G61120;Trofaiach;9.414;5.941;148;5.793;3.366;58,10;2.427;41,90
G61199;Wahlkarten - Leoben;0;4.808;100;4.708;1.835;38,98;2.873;61,02
G61200;Liezen;63.336;43.685;1.419;42.266;22.457;53,13;19.809;46,87
G61203;Aigen im Ennstal;2.180;1.371;43;1.328;842;63,40;486;36,60
G61204;Altaussee;1.546;835;34;801;272;33,96;529;66,04
G61205;Altenmarkt bei Sankt Gallen;679;414;15;399;179;44,86;220;55,14
G61206;Ardning;1.011;670;22;648;413;63,73;235;36,27
G61207;Bad Aussee;3.723;2.024;62;1.962;811;41,34;1.151;58,66
G61213;Gröbming;2.162;1.184;35;1.149;681;59,27;468;40,73
G61215;Grundlsee;1.038;572;30;542;205;37,82;337;62,18
G61217;Haus;1.946;1.040;32;1.008;598;59,33;410;40,67
G61222;Lassing;1.435;893;35;858;524;61,07;334;38,93
G61236;Ramsau am Dachstein;2.116;1.172;50;1.122;682;60,78;440;39,22
G61243;Selzthal;1.310;810;28;782;353;45,14;429;54,86
G61247;Trieben;2.735;1.618;63;1.555;900;57,88;655;42,12
G61251;Wildalpen;415;277;15;262;122;46,56;140;53,44
G61252;Wörschach;901;596;30;566;284;50,18;282;49,82
G61253;Admont;4.112;2.279;73;2.206;1.268;57,48;938;42,52
G61254;Aich;972;573;18;555;331;59,64;224;40,36
G61255;Bad Mitterndorf;3.838;2.124;65;2.059;1.179;57,26;880;42,74
G61256;Gaishorn am See;1.107;666;27;639;356;55,71;283;44,29
G61257;Irdning-Donnersbachtal;3.382;1.981;70;1.911;1.199;62,74;712;37,26
G61258;Landl;2.433;1.475;74;1.401;702;50,11;699;49,89
G61259;Liezen;6.084;3.509;98;3.411;1.882;55,17;1.529;44,83
G61260;Michaelerberg-Pruggern;901;530;27;503;320;63,62;183;36,38
G61261;Mitterberg-Sankt Martin;1.535;941;30;911;563;61,80;348;38,20
G61262;Öblarn;1.570;902;33;869;535;61,57;334;38,43
G61263;Rottenmann;4.127;2.525;78;2.447;1.374;56,15;1.073;43,85
G61264;Sankt Gallen;1.508;941;33;908;463;50,99;445;49,01
G61265;Schladming;5.127;2.805;88;2.717;1.597;58,78;1.120;41,22
G61266;Sölk;1.263;689;26;663;460;69,38;203;30,62
G61267;Stainach-Pürgg;2.180;1.124;37;1.087;587;54,00;500;46,00
G61299;Wahlkarten - Liezen;0;7.145;148;6.997;2.775;39,66;4.222;60,34
G61400;Murau;23.562;16.479;500;15.979;9.551;59,77;6.428;40,23
G61410;Mühlen;757;524;15;509;294;57,76;215;42,24
G61413;Niederwölz;478;293;7;286;189;66,08;97;33,92
G61425;St. Peter am Kammersberg;1.687;926;22;904;535;59,18;369;40,82
G61428;Schöder;807;479;15;464;274;59,05;190;40,95
G61437;Krakau;1.235;696;21;675;430;63,70;245;36,30
G61438;Murau;3.083;1.663;57;1.606;951;59,22;655;40,78
G61439;Neumarkt in Steiermark;4.223;2.540;71;2.469;1.485;60,15;984;39,85
G61440;Oberwölz;2.511;1.413;76;1.337;834;62,38;503;37,62
G61441;Ranten;982;650;13;637;424;66,56;213;33,44
G61442;Sankt Georgen am Kreischberg;1.460;815;23;792;497;62,75;295;37,25
G61443;Sankt Lambrecht;1.557;979;27;952;551;57,88;401;42,12
G61444;Scheifling;1.780;1.017;26;991;665;67,10;326;32,90
G61445;Stadl-Predlitz;1.440;881;39;842;569;67,58;273;32,42
G61446;Teufenbach-Katsch;1.562;989;39;950;633;66,63;317;33,37
G61499;Wahlkarten - Murau;0;2.614;49;2.565;1.220;47,56;1.345;52,44
G61600;Voitsberg;43.269;31.421;784;30.637;19.080;62,28;11.557;37,72
G61611;Krottendorf-Gaisfeld;2.055;1.300;35;1.265;822;64,98;443;35,02
G61612;Ligist;2.727;1.745;50;1.695;1.029;60,71;666;39,29
G61615;Mooskirchen;1.804;1.171;54;1.117;724;64,82;393;35,18
G61618;Rosental an der Kainach;1.426;915;18;897;559;62,32;338;37,68
G61621;Sankt Martin am Wöllmißberg;680;453;10;443;309;69,75;134;30,25
G61624;Stallhofen;2.597;1.727;47;1.680;1.198;71,31;482;28,69
G61625;Voitsberg;7.869;5.038;125;4.913;3.046;62,00;1.867;38,00
G61626;Bärnbach;4.642;2.950;73;2.877;1.786;62,08;1.091;37,92
G61627;Edelschrott;1.504;915;33;882;629;71,32;253;28,68
G61628;Geistthal-Södingberg;1.345;828;20;808;614;75,99;194;24,01
G61629;Hirschegg-Pack;927;608;26;582;395;67,87;187;32,13
G61630;Kainach bei Voitsberg;1.393;901;31;870;590;67,82;280;32,18
G61631;Köflach;8.501;5.553;116;5.437;3.408;62,68;2.029;37,32
G61632;Maria Lankowitz;2.472;1.546;42;1.504;943;62,70;561;37,30
G61633;Söding-Sankt Johann;3.327;2.071;48;2.023;1.265;62,53;758;37,47
G61699;Wahlkarten - Voitsberg;0;3.700;56;3.644;1.763;48,38;1.881;51,62
G61700;Weiz;72.401;53.522;1.712;51.810;29.253;56,46;22.557;43,54
G61701;Albersdorf-Prebuch;1.599;1.098;25;1.073;644;60,02;429;39,98
G61708;Fischbach;1.279;883;25;858;560;65,27;298;34,73
G61710;Floing;986;639;21;618;374;60,52;244;39,48
G61711;Gasen;742;510;32;478;236;49,37;242;50,63
G61716;Markt Hartmannsdorf;2.356;1.612;52;1.560;946;60,64;614;39,36
G61719;Hofstätten an der Raab;1.720;1.148;42;1.106;648;58,59;458;41,41
G61727;Ludersdorf-Wilfersdorf;1.791;1.179;30;1.149;679;59,09;470;40,91
G61728;Miesenbach bei Birkfeld;590;443;20;423;293;69,27;130;30,73
G61729;Mitterdorf an der Raab;1.704;1.156;44;1.112;602;54,14;510;45,86
G61730;Mortantsch;1.704;1.232;55;1.177;579;49,19;598;50,81
G61731;Naas;1.134;796;36;760;482;63,42;278;36,58
G61740;Puch bei Weiz;1.738;1.110;48;1.062;631;59,42;431;40,58
G61741;Ratten;969;604;22;582;315;54,12;267;45,88
G61743;Rettenegg;632;407;30;377;195;51,72;182;48,28
G61744;St. Kathrein am Hauenstein;542;388;16;372;253;68,01;119;31,99
G61745;Sankt Kathrein am Offenegg;929;597;30;567;348;61,38;219;38,62
G61746;St. Margarethen an der Raab;3.294;2.120;65;2.055;1.238;60,24;817;39,76
G61748;Sinabelkirchen;3.278;2.185;51;2.134;1.496;70,10;638;29,90
G61750;Strallegg;1.590;1.085;34;1.051;749;71,27;302;28,73
G61751;Thannhausen;1.978;1.357;64;1.293;692;53,52;601;46,48
G61756;Anger;3.444;2.361;93;2.268;1.277;56,31;991;43,69
G61757;Birkfeld;4.263;2.801;115;2.686;1.698;63,22;988;36,78
G61758;Fladnitz an der Teichalm;1.473;1.047;59;988;634;64,17;354;35,83
G61759;Gersdorf an der Feistritz;1.388;970;35;935;640;68,45;295;31,55
G61760;Gleisdorf;8.327;5.155;137;5.018;2.589;51,59;2.429;48,41
G61761;Gutenberg-Stenzengreith;1.428;859;24;835;476;57,01;359;42,99
G61762;Ilztal;1.774;1.220;43;1.177;732;62,19;445;37,81
G61763;Passail;3.548;2.352;75;2.277;1.372;60,25;905;39,75
G61764;Pischelsdorf am Kulm;3.008;1.878;50;1.828;1.211;66,25;617;33,75
G61765;Sankt Ruprecht an der Raab;4.139;2.748;74;2.674;1.652;61,78;1.022;38,22
G61766;Weiz;9.054;5.660;138;5.522;2.545;46,09;2.977;53,91
G61799;Wahlkarten - Weiz;0;5.922;127;5.795;2.467;42,57;3.328;57,43
G62000;Murtal;59.017;41.718;1.291;40.427;22.736;56,24;17.691;43,76
G62007;Fohnsdorf;6.522;3.873;102;3.771;2.233;59,22;1.538;40,78
G62008;Gaal;1.120;692;43;649;376;57,94;273;42,06
G62010;Hohentauern;362;237;8;229;132;57,64;97;42,36
G62014;Kobenz;1.523;977;23;954;479;50,21;475;49,79
G62021;Pusterwald;398;249;15;234;132;56,41;102;43,59
G62026;Sankt Georgen ob Judenburg;714;415;23;392;214;54,59;178;45,41
G62032;Sankt Peter ob Judenburg;907;614;39;575;336;58,43;239;41,57
G62034;Seckau;1.044;691;32;659;370;56,15;289;43,85
G62036;Unzmarkt-Frauenburg;1.142;678;33;645;402;62,33;243;37,67
G62038;Zeltweg;5.739;3.432;87;3.345;2.029;60,66;1.316;39,34
G62039;Lobmingtal;1.506;971;39;932;540;57,94;392;42,06
